"Type","TG2ID","TherapeuticGrp2","DHB","YearDisp","NumDisps","NumPpl","NHIComp"
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Canterbury",2019,"5242","1827",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","South Canterbury",2019,"287","102",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Southern",2019,"1693","525",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","New Zealand",2019,"27474","8890",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Northland",2020,"1081","335",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Waitemata",2020,"3526","1152",99.8
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Auckland",2020,"3199","1125",99.7
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Counties Manukau",2020,"2324","780",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Waikato",2020,"2689","875",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Lakes",2020,"534","179",99.8
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Bay of Plenty",2020,"1324","436",99.8
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Tairawhiti",2020,"173","64",99.4
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Hawke's Bay",2020,"1015","337",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Taranaki",2020,"762","244",99.7
"Initial dispensings","1410","Sex Hormones Non Contraceptive","MidCentral",2020,"1019","314",99.8
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Whanganui",2020,"258","91",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Capital & Coast",2020,"1969","635",99.8
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Hutt Valley",2020,"734","216",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Wairarapa",2020,"321","102",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Nelson Marlborough",2020,"895","282",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","West Coast",2020,"247","78",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Canterbury",2020,"5803","1926",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","South Canterbury",2020,"305","109",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Southern",2020,"1854","572",99.7
"Initial dispensings","1410","Sex Hormones Non Contraceptive","New Zealand",2020,"30032","9543",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Northland",2021,"1171","354",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Waitemata",2021,"3562","1213",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Auckland",2021,"3545","1226",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Counties Manukau",2021,"2361","789",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Waikato",2021,"2899","957",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Lakes",2021,"590","201",99.8
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Bay of Plenty",2021,"1508","505",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Tairawhiti",2021,"202","63",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Hawke's Bay",2021,"1034","334",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Taranaki",2021,"894","275",99.8
"Initial dispensings","1410","Sex Hormones Non Contraceptive","MidCentral",2021,"1129","341",99.7
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Whanganui",2021,"327","106",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Capital & Coast",2021,"2254","735",99.7
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Hutt Valley",2021,"790","239",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Wairarapa",2021,"335","106",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Nelson Marlborough",2021,"950","297",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","West Coast",2021,"238","75",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Canterbury",2021,"6293","2093",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","South Canterbury",2021,"326","105",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Southern",2021,"2004","614",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","New Zealand",2021,"32412","10217",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Northland",2022,"1156","359",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Waitemata",2022,"3905","1256",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Auckland",2022,"3813","1290",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Counties Manukau",2022,"2536","850",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Waikato",2022,"3190","1011",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Lakes",2022,"623","219",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Bay of Plenty",2022,"1680","567",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Tairawhiti",2022,"192","67",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Hawke's Bay",2022,"1195","374",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Taranaki",2022,"934","289",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","MidCentral",2022,"1218","367",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Whanganui",2022,"338","112",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Capital & Coast",2022,"2765","846",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Hutt Valley",2022,"816","254",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Wairarapa",2022,"343","104",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Nelson Marlborough",2022,"940","297",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","West Coast",2022,"268","77",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Canterbury",2022,"6591","2085",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","South Canterbury",2022,"329","106",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Southern",2022,"2306","695",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","New Zealand",2022,"35138","10779",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Northland",2018,"1553","318",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Waitemata",2018,"5389","1068",99.7
"Dispensings","1410","Sex Hormones Non Contraceptive","Auckland",2018,"4380","1004",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","Counties Manukau",2018,"3810","767",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Waikato",2018,"3366","728",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","Lakes",2018,"671","154",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Bay of Plenty",2018,"1971","425",99.1
"Dispensings","1410","Sex Hormones Non Contraceptive","Tairawhiti",2018,"268","56",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Hawke's Bay",2018,"1687","325",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Taranaki",2018,"1040","197",99.7
"Dispensings","1410","Sex Hormones Non Contraceptive","MidCentral",2018,"2314","253",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Whanganui",2018,"488","83",99.4
"Dispensings","1410","Sex Hormones Non Contraceptive","Capital & Coast",2018,"2910","560",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Hutt Valley",2018,"1198","192",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Wairarapa",2018,"467","85",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","Nelson Marlborough",2018,"1350","253",100
"Dispensings","1410","Sex Hormones Non Contraceptive","West Coast",2018,"415","65",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Canterbury",2018,"11022","1718",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","South Canterbury",2018,"564","88",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Southern",2018,"2832","544",99.6
"Dispensings","1410","Sex Hormones Non Contraceptive","New Zealand",2018,"47695","8566",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","Northland",2019,"1688","329",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Waitemata",2019,"5492","1082",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Auckland",2019,"4637","1040",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","Counties Manukau",2019,"3785","762",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","Waikato",2019,"3716","816",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Lakes",2019,"810","173",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Bay of Plenty",2019,"2115","435",99.3
"Dispensings","1410","Sex Hormones Non Contraceptive","Tairawhiti",2019,"269","50",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Hawke's Bay",2019,"1720","311",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Taranaki",2019,"1059","212",99
"Dispensings","1410","Sex Hormones Non Contraceptive","MidCentral",2019,"2145","275",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Whanganui",2019,"516","72",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Capital & Coast",2019,"3129","614",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Hutt Valley",2019,"1261","209",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Wairarapa",2019,"536","96",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Nelson Marlborough",2019,"1421","278",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","West Coast",2019,"475","69",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Canterbury",2019,"11552","1857",100
"Dispensings","1410","Sex Hormones Non Contraceptive","South Canterbury",2019,"640","103",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Southern",2019,"2968","536",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","New Zealand",2019,"49934","8985",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Northland",2020,"1899","340",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Waitemata",2020,"6125","1161",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","Auckland",2020,"5503","1143",99.7
"Dispensings","1410","Sex Hormones Non Contraceptive","Counties Manukau",2020,"4190","789",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Waikato",2020,"4385","881",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","Lakes",2020,"954","182",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","Bay of Plenty",2020,"2153","441",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","Tairawhiti",2020,"308","64",99.7
"Dispensings","1410","Sex Hormones Non Contraceptive","Hawke's Bay",2020,"1876","342",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Taranaki",2020,"1316","246",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","MidCentral",2020,"2482","318",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Whanganui",2020,"612","92",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Capital & Coast",2020,"3413","643",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","Hutt Valley",2020,"1473","219",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Wairarapa",2020,"618","104",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Nelson Marlborough",2020,"1514","285",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","West Coast",2020,"522","78",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Canterbury",2020,"13339","1961",100
"Dispensings","1410","Sex Hormones Non Contraceptive","South Canterbury",2020,"661","110",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Southern",2020,"3353","577",99.7
"Dispensings","1410","Sex Hormones Non Contraceptive","New Zealand",2020,"56696","9641",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Northland",2021,"1981","358",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Waitemata",2021,"6291","1233",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Auckland",2021,"6137","1249",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Counties Manukau",2021,"4328","808",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Waikato",2021,"4786","961",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Lakes",2021,"1030","205",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Bay of Plenty",2021,"2455","509",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","Tairawhiti",2021,"325","66",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Hawke's Bay",2021,"1821","340",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Taranaki",2021,"1508","277",99.7
"Dispensings","1410","Sex Hormones Non Contraceptive","MidCentral",2021,"2515","348",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Whanganui",2021,"725","107",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Capital & Coast",2021,"3715","743",99.8
"Dispensings","1410","Sex Hormones Non Contraceptive","Hutt Valley",2021,"1485","243",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Wairarapa",2021,"660","107",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Nelson Marlborough",2021,"1639","301",100
"Dispensings","1410","Sex Hormones Non Contraceptive","West Coast",2021,"473","76",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Canterbury",2021,"14534","2135",100
"Dispensings","1410","Sex Hormones Non Contraceptive","South Canterbury",2021,"700","108",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Southern",2021,"3592","622",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","New Zealand",2021,"60700","10331",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Northland",2022,"1967","362",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Waitemata",2022,"6861","1270",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Auckland",2022,"6564","1307",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Counties Manukau",2022,"4578","860",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Waikato",2022,"5367","1025",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Lakes",2022,"1075","220",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Bay of Plenty",2022,"2688","572",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Tairawhiti",2022,"332","68",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Hawke's Bay",2022,"2074","380",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Taranaki",2022,"1674","293",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","MidCentral",2022,"2614","369",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Whanganui",2022,"744","117",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Capital & Coast",2022,"4582","854",99.9
"Dispensings","1410","Sex Hormones Non Contraceptive","Hutt Valley",2022,"1526","258",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Wairarapa",2022,"667","104",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Nelson Marlborough",2022,"1573","303",100
"Dispensings","1410","Sex Hormones Non Contraceptive","West Coast",2022,"525","78",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Canterbury",2022,"15423","2126",100
"Dispensings","1410","Sex Hormones Non Contraceptive","South Canterbury",2022,"674","109",100
"Dispensings","1410","Sex Hormones Non Contraceptive","Southern",2022,"4157","704",100
"Dispensings","1410","Sex Hormones Non Contraceptive","New Zealand",2022,"65665","10886",100
"Initial dispensings","2231","Stimulants/ADHD Treatments","Northland",2018,"5207","647",100
"Initial dispensings","2231","Stimulants/ADHD Treatments","Waitemata",2018,"27431","3286",99.9
"Initial dispensings","2231","Stimulants/ADHD Treatments","Auckland",2018,"21720","2754",99.9
